_dataobs_,Race,Race_Label,Signs_Of_Mental_Illness,Body_Camera,Day,Month,Threat_Level,Region,REP_Armed_Category,REP_Flee,REP_Mental_Illness,F_Signs_Of_Mental_Illness,I_Signs_Of_Mental_Illness,_WARN_,_NODE_,P_Signs_Of_Mental_Illness0,P_Signs_Of_Mental_Illness1,Q_Signs_Of_Mental_Illness0,Q_Signs_Of_Mental_Illness1,V_Signs_Of_Mental_Illness0,V_Signs_Of_Mental_Illness1,R_Signs_Of_Mental_Illness0,R_Signs_Of_Mental_Illness1,U_Signs_Of_Mental_Illness
721,1,Black,0,0,5,1,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
722,0,Hispanic,0,0,5,1,Other,West,Blunt Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
723,0,Hispanic,0,1,26,12,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
724,1,Black,0,0,10,7,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
725,0,White,0,0,6,1,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
726,0,White,0,0,8,1,Other,Midwest,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
727,0,White,0,0,11,1,Attack,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
728,0,White,0,0,11,1,Other,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
729,0,White,0,0,11,1,Other,Northeast,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
730,0,Hispanic,0,0,14,1,Other,West,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
731,1,Black,0,0,17,1,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
732,0,Hispanic,0,0,17,1,Other,West,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
733,0,Hispanic,0,0,16,1,Other,West,Toy Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
734,0,White,0,0,16,1,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
735,0,White,0,0,17,1,Other,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
736,0,White,0,1,17,1,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
737,0,White,0,0,16,1,Other,West,Toy Weapon,Not fleeing,No,0,0,,33,0.692307692,0.307692308,0.692307692,0.307692308,0.857142857,0.142857143,0.307692308,-0.307692308,0
738,0,White,0,0,16,1,Other,West,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
739,0,White,0,0,16,1,Other,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
740,0,White,0,0,15,1,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
741,1,Black,0,0,16,1,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
742,0,White,0,0,18,1,Other,Southeast,Toy Weapon,Not fleeing,No,0,0,,33,0.692307692,0.307692308,0.692307692,0.307692308,0.857142857,0.142857143,0.307692308,-0.307692308,0
743,0,White,0,1,13,1,Other,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
744,0,White,0,0,18,1,Other,West,Sharp Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
745,0,White,0,0,19,1,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
746,0,White,0,1,17,1,Other,Southwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
747,1,Black,0,0,20,1,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
748,0,White,0,1,20,1,Other,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
749,0,White,0,0,2,1,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
750,1,Black,0,0,15,1,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
751,0,White,0,0,2,1,Attack,Midwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
752,0,White,0,1,23,1,Other,Southeast,Toy Weapon,Not fleeing,No,0,0,,33,0.692307692,0.307692308,0.692307692,0.307692308,0.857142857,0.142857143,0.307692308,-0.307692308,0
753,0,White,0,0,20,1,Other,Southwest,Sharp Weapon,Undetermined,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
754,0,White,0,0,26,1,Other,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
755,0,White,0,0,27,1,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
756,1,Black,0,1,27,1,Attack,Southeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
757,0,Hispanic,0,0,27,1,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
758,0,White,0,0,27,1,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
759,0,White,0,0,27,1,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
760,0,Hispanic,0,0,27,1,Attack,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
761,1,Native,0,0,28,1,Other,West,Vehicle,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
762,1,Black,0,0,29,1,Attack,Northeast,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
763,1,Black,0,0,29,1,Other,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
764,1,Black,0,0,1,2,Attack,West,Toy Weapon,Foot,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
765,1,Black,0,0,30,1,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
766,0,Hispanic,0,0,30,1,Other,West,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
767,0,Hispanic,0,0,31,1,Other,Southeast,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
768,0,White,0,0,31,1,Attack,Southwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
769,0,White,0,0,29,1,Attack,Southeast,Vehicle,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
770,0,Hispanic,0,0,30,11,Other,Southwest,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
771,0,White,0,0,16,11,Undetermined,Southwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
772,0,White,0,0,30,1,Attack,Midwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
773,0,White,0,0,3,2,Attack,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
774,1,Native,0,1,3,2,Attack,Midwest,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
775,1,Black,0,0,4,2,Other,Southwest,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
776,0,White,0,0,4,2,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
777,1,Black,0,0,7,2,Other,Midwest,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
778,0,Hispanic,0,1,6,2,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
779,0,White,0,0,7,2,Other,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
780,0,Other,0,0,5,2,Other,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
781,0,White,0,0,4,2,Attack,Midwest,Toy Weapon,Not fleeing,No,0,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,0.694915254,-0.694915254,1
782,1,Black,0,0,8,2,Attack,Northeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
783,0,White,0,0,5,2,Other,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
784,1,Black,0,0,8,2,Other,Southwest,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
785,0,White,0,0,5,2,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
786,0,White,0,1,5,2,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
787,0,Hispanic,0,0,4,2,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
788,0,Hispanic,0,1,9,2,Undetermined,West,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
789,1,Black,0,0,8,2,Other,Southeast,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
790,0,White,0,0,10,2,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
791,0,White,0,0,10,2,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
792,1,Native,0,0,10,2,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
793,0,Other,0,0,9,2,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
794,0,White,0,0,11,2,Other,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
795,1,Black,0,0,11,2,Attack,Midwest,Sharp Weapon,Car,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
796,1,Black,0,1,13,2,Attack,Midwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
797,1,Black,0,0,13,2,Other,Southwest,Unarmed,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
798,0,Hispanic,0,0,14,2,Other,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
799,1,Black,0,0,13,2,Attack,Southeast,Unarmed,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
800,0,White,0,0,12,2,Other,Southwest,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
801,0,White,0,0,15,2,Undetermined,West,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
802,0,White,0,0,16,2,Attack,Midwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
803,0,White,0,0,16,2,Other,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
804,0,White,0,0,14,2,Other,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
805,1,Black,0,0,17,2,Other,Midwest,Toy Weapon,Undetermined,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
806,0,Hispanic,0,0,15,2,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
807,0,White,0,0,18,2,Other,Southeast,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
808,0,Hispanic,0,0,18,2,Undetermined,West,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
809,0,Hispanic,0,0,18,2,Undetermined,West,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
810,0,Hispanic,0,0,18,2,Attack,Southwest,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
811,0,White,0,0,31,1,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
812,1,Black,0,0,21,2,Other,West,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
813,0,Hispanic,0,1,20,2,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
814,1,Black,0,0,21,2,Other,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
815,1,Black,0,0,21,2,Other,West,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
816,0,Hispanic,0,0,20,2,Attack,Southwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
817,1,Black,0,0,20,2,Attack,West,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
818,0,White,0,0,19,2,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
819,0,Hispanic,0,0,22,2,Attack,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
820,0,White,0,0,22,2,Attack,West,Sharp Weapon,Not fleeing,No,0,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,0.490066225,-0.490066225,0
821,0,White,0,0,22,2,Other,Midwest,Toy Weapon,Not fleeing,No,0,0,,33,0.692307692,0.307692308,0.692307692,0.307692308,0.857142857,0.142857143,0.307692308,-0.307692308,0
822,1,Native,0,0,21,2,Attack,West,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
823,0,Hispanic,0,0,23,2,Other,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
824,0,White,0,1,25,2,Attack,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
825,0,Hispanic,0,0,24,2,Other,Southwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
826,1,Black,0,1,25,2,Undetermined,Southeast,Blunt Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
827,0,Hispanic,0,0,24,2,Attack,West,Undetermined,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
828,1,Black,0,0,24,2,Other,Midwest,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
829,0,White,0,0,28,2,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
830,0,White,0,0,26,2,Attack,Midwest,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
831,0,Hispanic,0,1,27,2,Attack,Southwest,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
832,1,Black,0,0,29,2,Attack,Southeast,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
833,0,White,0,0,1,3,Attack,Southeast,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
834,0,White,0,0,6,3,Other,Midwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
835,0,Hispanic,0,0,3,3,Other,Southwest,Sharp Weapon,Car,No,0,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,0.330434783,-0.330434783,0
836,0,Hispanic,0,0,6,3,Attack,West,Gun,Undetermined,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
837,0,White,0,0,2,3,Other,Northeast,Sharp Weapon,Not fleeing,No,0,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,0.32231405,-0.32231405,0
838,0,White,0,0,4,3,Undetermined,Southeast,Unarmed,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
839,0,Hispanic,0,0,7,3,Other,West,Sharp Weapon,Not fleeing,No,0,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,0.4,-0.4,0
840,0,White,0,0,7,3,Undetermined,Midwest,Undetermined,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
841,0,White,0,0,7,3,Attack,West,Gun,Not fleeing,No,0,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,0.320447609,-0.320447609,0
842,0,Hispanic,0,0,7,3,Other,Southwest,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
843,0,White,0,0,10,3,Other,Southeast,Toy Weapon,Not fleeing,No,0,0,,33,0.692307692,0.307692308,0.692307692,0.307692308,0.857142857,0.142857143,0.307692308,-0.307692308,0
844,1,Black,0,1,11,3,Attack,Southeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
845,0,Hispanic,0,0,10,3,Other,West,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
846,0,Hispanic,0,0,10,3,Attack,West,Undetermined,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
847,1,Black,0,0,12,3,Other,Southwest,Unarmed,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
848,0,Hispanic,0,0,13,3,Undetermined,Southwest,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
849,0,White,0,1,13,3,Other,Southeast,Unarmed,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
850,0,White,0,0,13,3,Attack,Southeast,Gun,Car,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
851,1,Black,0,0,13,3,Attack,Northeast,Gun,Not fleeing,No,0,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,0.160949868,-0.160949868,0
852,1,Black,0,0,14,3,Attack,Midwest,Gun,Foot,No,0,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,0.104477612,-0.104477612,0
