_dataobs_,Race,Race_Label,Signs_Of_Mental_Illness,Body_Camera,Day,Month,Threat_Level,Region,REP_Armed_Category,REP_Flee,REP_Mental_Illness,F_Signs_Of_Mental_Illness,I_Signs_Of_Mental_Illness,_WARN_,_NODE_,P_Signs_Of_Mental_Illness0,P_Signs_Of_Mental_Illness1,Q_Signs_Of_Mental_Illness0,Q_Signs_Of_Mental_Illness1,V_Signs_Of_Mental_Illness0,V_Signs_Of_Mental_Illness1,R_Signs_Of_Mental_Illness0,R_Signs_Of_Mental_Illness1,U_Signs_Of_Mental_Illness
5109,0,White,1,0,1,2,Attack,Midwest,Unarmed,Foot,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5110,0,White,1,0,1,2,Other,West,Gun,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5111,0,White,1,1,2,2,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5112,0,Hispanic,1,0,8,2,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5113,0,White,1,0,11,2,Other,Northeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5114,1,Black,1,0,10,2,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5115,0,White,1,0,12,2,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5116,0,Hispanic,1,0,19,2,Attack,Southwest,Gun,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5117,1,Black,1,0,14,2,Attack,Midwest,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5118,0,White,1,0,14,2,Attack,Midwest,Gun,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5119,0,White,1,0,14,2,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5120,0,White,1,0,16,2,Other,Southeast,Gun,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5121,0,White,1,0,16,2,Undetermined,Southeast,Undetermined,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5122,0,White,1,0,17,2,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5123,0,White,1,1,26,2,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5124,0,White,1,0,5,3,Attack,West,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5125,0,White,1,0,5,3,Other,Southeast,Sharp Weapon,Foot,Yes,1,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,-0.669565217,0.669565217,0
5126,0,White,1,0,5,3,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5127,0,White,1,0,6,3,Attack,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5128,1,Black,1,0,6,3,Attack,Midwest,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5129,0,Hispanic,1,0,7,3,Other,Southwest,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5130,0,White,1,0,11,3,Attack,West,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5131,1,Black,1,1,12,3,Other,Midwest,Sharp Weapon,Car,Yes,1,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,-0.669565217,0.669565217,0
5132,1,Black,1,0,10,3,Attack,West,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5133,0,White,1,0,12,3,Attack,Midwest,Gun,Foot,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5134,1,Black,1,0,12,3,Attack,West,Blunt Weapon,Foot,Yes,1,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,-0.669565217,0.669565217,0
5135,0,White,1,0,16,3,Other,Southeast,Sharp Weapon,Foot,Yes,1,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,-0.669565217,0.669565217,0
5136,0,White,1,0,16,3,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5137,1,Black,1,0,14,3,Attack,Southeast,Unarmed,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5138,0,White,1,0,20,3,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5139,1,Native,1,1,21,3,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5140,0,White,1,0,21,3,Other,Southwest,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5141,0,White,1,0,21,3,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5142,0,White,1,0,20,3,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5143,1,Black,1,0,22,3,Attack,Southwest,Unarmed,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5144,0,White,1,0,20,3,Other,Northeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5145,0,White,1,0,28,3,Other,Southwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5146,0,White,1,0,28,3,Other,Southeast,Gun,Car,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5147,0,White,1,1,27,3,Attack,Southeast,Unarmed,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5148,0,Hispanic,1,1,29,3,Attack,Southwest,Gun,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5149,1,Black,1,0,29,3,Attack,Southeast,Gun,Car,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5150,1,Black,1,0,1,4,Attack,Midwest,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5151,0,Hispanic,1,0,1,4,Other,Southwest,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5152,1,Black,1,0,4,4,Other,Southwest,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5153,1,Black,1,0,4,4,Attack,Northeast,Blunt Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5154,0,White,1,1,3,4,Other,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5155,0,White,1,0,7,4,Other,West,Sharp Weapon,Undetermined,Yes,1,0,,27,0.893333333,0.106666667,0.893333333,0.106666667,0.724137931,0.275862069,-0.893333333,0.893333333,0
5156,0,White,1,1,8,4,Other,Southeast,Blunt Weapon,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5157,1,Black,1,0,10,4,Other,West,Sharp Weapon,Foot,Yes,1,1,,53,0.454545455,0.545454546,0.454545455,0.545454546,0.428571429,0.571428571,-0.454545455,0.454545455,1
5158,0,White,1,1,11,4,Attack,Northeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5159,1,Black,1,0,12,4,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5160,0,White,1,0,12,4,Other,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5161,1,Black,1,0,17,4,Attack,West,Blunt Weapon,Car,Yes,1,1,,53,0.454545455,0.545454546,0.454545455,0.545454546,0.428571429,0.571428571,-0.454545455,0.454545455,1
5162,1,Native,1,0,18,4,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5163,0,White,1,0,20,4,Other,West,Vehicle,Car,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5164,1,Black,1,0,28,4,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5165,0,Hispanic,1,0,3,5,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,-0.793478261,0.793478261,0
5166,0,White,1,0,6,5,Attack,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5167,0,White,1,1,7,5,Other,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5168,0,White,1,0,21,5,Attack,West,Gun,Foot,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5169,0,Hispanic,1,1,27,5,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,81,0.875,0.125,0.875,0.125,0.666666667,0.333333333,-0.875,0.875,0
5170,0,White,1,0,23,5,Other,Midwest,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5171,0,White,1,0,31,5,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5172,1,Asian,1,0,1,6,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5173,0,White,1,0,25,5,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5174,0,White,1,0,24,5,Attack,Midwest,Unarmed,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5175,0,Hispanic,1,0,5,6,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5176,0,White,1,0,5,6,Other,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5177,0,White,1,0,6,6,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5178,1,Black,1,1,11,6,Attack,Southeast,Unarmed,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5179,1,Black,1,0,12,6,Attack,Southeast,Gun,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5180,0,White,1,0,14,6,Other,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5181,0,White,1,0,6,6,Other,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5182,0,White,1,0,29,6,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5183,0,White,1,0,7,7,Attack,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5184,0,White,1,0,8,7,Other,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5185,0,Hispanic,1,0,4,7,Attack,West,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5186,0,White,1,0,29,6,Attack,Midwest,Gun,Car,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5187,0,Other,1,0,23,6,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,41,0.793478261,0.206521739,0.793478261,0.206521739,0.742857143,0.257142857,-0.793478261,0.793478261,0
5188,0,White,1,0,22,6,Attack,Northeast,Sharp Weapon,Not fleeing,Yes,1,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,-0.357142857,0.357142857,1
5189,0,White,1,0,13,6,Attack,Southeast,Toy Weapon,Not fleeing,Yes,1,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,-0.305084746,0.305084746,1
5190,0,White,1,0,8,6,Attack,Northeast,Gun,Car,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5191,0,White,1,0,15,7,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5192,0,White,1,1,13,7,Attack,Midwest,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5193,1,Black,1,1,7,7,Other,Northeast,Unarmed,Undetermined,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5194,0,Hispanic,1,0,23,7,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5195,0,White,1,0,23,7,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5196,1,Black,1,1,25,7,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5197,1,Black,1,1,6,8,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5198,0,White,1,0,5,8,Attack,Southwest,Blunt Weapon,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5199,0,White,1,0,3,8,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5200,0,White,1,0,4,8,Attack,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5201,0,White,1,0,4,8,Other,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5202,0,White,1,0,3,8,Attack,West,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5203,0,Hispanic,1,1,3,8,Other,Southeast,Other Weapon,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5204,0,White,1,1,9,8,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5205,0,Hispanic,1,0,21,7,Other,West,Toy Weapon,Foot,Yes,1,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,-0.669565217,0.669565217,0
5206,0,White,1,0,12,8,Other,Midwest,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5207,0,White,1,1,25,7,Other,Southwest,Unarmed,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5208,0,White,1,0,25,7,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5209,0,Hispanic,1,0,23,7,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5210,1,Asian,1,0,26,7,Attack,West,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5211,1,Black,1,1,13,8,Other,Midwest,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5212,0,White,1,0,13,8,Other,Midwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5213,0,Hispanic,1,1,14,8,Attack,West,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5214,0,White,1,0,5,7,Other,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5215,0,White,1,0,5,7,Attack,West,Toy Weapon,Not fleeing,Yes,1,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,-0.305084746,0.305084746,1
5216,0,White,1,0,10,7,Other,West,Gun,Car,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5217,0,White,1,0,24,8,Attack,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5218,0,White,1,0,25,8,Other,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5219,0,White,1,0,26,8,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5220,0,White,1,0,28,8,Attack,West,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5221,0,White,1,0,27,8,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5222,0,Hispanic,1,1,30,8,Other,West,Toy Weapon,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5223,0,White,1,0,3,9,Other,West,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5224,0,White,1,0,31,8,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5225,0,White,1,0,31,8,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,35,0.67768595,0.32231405,0.67768595,0.32231405,0.475,0.525,-0.67768595,0.67768595,0
5226,0,White,1,1,17,9,Attack,Northeast,Sharp Weapon,Not fleeing,Yes,1,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,-0.357142857,0.357142857,1
5227,0,White,1,0,14,9,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5228,0,White,1,0,18,9,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5229,0,White,1,0,29,9,Attack,West,Sharp Weapon,Undetermined,Yes,1,0,,12,0.669565217,0.330434783,0.669565217,0.330434783,0.731707317,0.268292683,-0.669565217,0.669565217,0
5230,1,Black,1,0,3,10,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5231,0,White,1,0,2,10,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5232,0,White,1,0,1,10,Other,Southeast,Unarmed,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5233,1,Asian,1,1,7,10,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5234,0,White,1,0,7,10,Attack,West,Toy Weapon,Not fleeing,Yes,1,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,-0.305084746,0.305084746,1
5235,0,White,1,0,7,10,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5236,0,Hispanic,1,0,14,10,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,21,0.6,0.4,0.6,0.4,0.5375,0.4625,-0.6,0.6,0
5237,0,White,1,1,10,10,Attack,West,Gun,Foot,Yes,1,0,,7,0.895522388,0.104477612,0.895522388,0.104477612,0.920473773,0.079526227,-0.895522388,0.895522388,0
5238,0,White,1,0,12,10,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5239,0,White,1,0,30,9,Other,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5240,0,White,1,0,22,10,Attack,West,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5241,0,White,1,0,19,10,Other,Northeast,Sharp Weapon,Not fleeing,Yes,1,1,,68,0.357142857,0.642857143,0.357142857,0.642857143,0.384615385,0.615384615,-0.357142857,0.357142857,1
5242,1,Asian,1,1,27,10,Other,West,Undetermined,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5243,0,White,1,0,29,10,Attack,Southeast,Toy Weapon,Not fleeing,Yes,1,1,,32,0.305084746,0.694915254,0.305084746,0.694915254,0.428571429,0.571428571,-0.305084746,0.305084746,1
5244,1,Black,1,0,27,10,Attack,Southwest,Gun,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5245,1,Black,1,1,3,11,Other,West,Vehicle,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5246,0,White,1,0,5,11,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5247,0,White,1,0,5,11,Attack,Southeast,Gun,Not fleeing,Yes,1,0,,9,0.679552391,0.320447609,0.679552391,0.320447609,0.660550459,0.339449541,-0.679552391,0.679552391,0
5248,1,Black,1,0,18,10,Attack,Southeast,Toy Weapon,Not fleeing,Yes,1,0,,11,0.839050132,0.160949868,0.839050132,0.160949868,0.816326531,0.183673469,-0.839050132,0.839050132,0
5249,1,Asian,1,0,5,11,Attack,Southeast,Sharp Weapon,Not fleeing,Yes,1,0,,69,0.509933775,0.490066225,0.509933775,0.490066225,0.5625,0.4375,-0.509933775,0.509933775,0
5250,1,Black,1,1,9,11,Other,Midwest,Sharp Weapon,Not fleeing,Yes,1,1,,80,0.384615385,0.615384615,0.384615385,0.615384615,0.454545455,0.545454546,-0.384615385,0.384615385,1
